Date,V,3350.T,NVDA,3825.T,2559.T,1542.T,INDA,FTN,YINN,XLV,1489.T,8801.T,SHY,9843.T,1364.T,VYM,8766.T,VDC,8630.T,EEM,254A.T,VTI,IWM,Z,IEF,BND,200A.T,2811.T,MSTR,BABA,224A.T,2530.T,8795.T,6072.T,MOS,380A.T,DLO,GLD,VS,8985.T,TDOC,STRL,9434.T,2019.T,9984.T,4707.T,IO,NVDU,EURJPY=X,8802.T,6367.T,PTON,FNGU,LYF,TSM,ADM,2631.T,COIN,VWO,1326.T,PLTR,7453.T,PFFD,180A.T,QQQ,VGK,8737.T,BNDX,MU,2413.T,8600.T,2647.T,TQQQ,1322.T,TMF,2620.T,SOXX,EBIZ,FUTU,VDE,PFF,VBK,CURE,EFA,5838.T,2914.T,9432.T,159A.T,1629.T,VEA,XL,SOXL,1656.T,3863.T,CWEB,EDV,2098.T,2563.T,282A.T,U,AGG,8473.T,BIDU,8173.T,TSLA,CLS,3778.T,DIS,2553.T,1545.T,9506.T,XLP,2568.T,USDJPY=X,VXUS,PSO,1651.T,CXSE,AMZN,PDD,VOO,ZM,2837.T,NOBL,MS,1615.T,3903.T,SPO,ACWI,SPYG,MARA,VIG,TMV,ICLN,1343.T,VXF
2018-07-12,,220.0,,1015.2540893554688,,5330.0,,13.446000099182127,,,806.13818359375,760.4104614257812,,3132.44873046875,,,,,1118.525390625,36.73223876953125,,128.89852905273438,152.70758056640625,,,,,3170.163330078125,,180.6035003662109,,,1234.22998046875,282.86669921875,,,,,19.863937377929688,66473.578125,,,,,4464.44921875,288.3183288574219,,,,1655.390380859375,11609.859375,,,,,,,,,13230.0,,1483.6724853515625,,,,,324.40283203125,,,2131.73193359375,374.4093017578125,,,5400.0,,,,,,,,,,54.106082916259766,,,79.07698059082031,,,,,,196.2446136474609,,,,,,,,,966.5568237304688,271.45001220703125,2509.188232421875,,,,,,,1085.95947265625,,,,,9.95215129852295,839.0491943359375,,,,,,,,,129.623291015625,682.8006591796875,,,33.8824577331543,,,,,1421.7010498046875,
2018-07-13,,,,,,,,,,,811.5484619140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.089111328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.38713836669922,,,,,,196.24464416503903,1540.3260498046875,,,,,,,,,,,,,731.5790405273438,,,8217.3388671875,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,,230.0,,1035.1220703125,,5340.0,,13.246000289916992,,,811.5484008789062,767.2738037109375,,3158.89111328125,,,,,1124.5621337890625,36.55620193481445,,128.77374267578125,151.66177368164062,,,,,3202.001708984375,,180.7744598388672,,,1244.295654296875,283.84210205078125,,,,,20.30935287475586,66231.8515625,,,,,4629.19921875,290.08172607421875,,,,1679.089111328125,11774.6044921875,,,,,,,,,13240.0,,1507.7440185546875,,,,,326.40533447265625,,,2191.814453125,367.8406677246094,,,5220.0,,,,,,,,,,54.25019836425781,,,79.38713073730469,,,,,,196.2446136474609,,,,,,,,,978.4320068359376,267.0799865722656,2520.968505859375,,,,,,,1085.95947265625,,,,,9.902474403381348,845.4359741210938,,,,,,,,,133.1409149169922,682.8006591796875,,,33.85459518432617,,,,,1423.9600830078125,
2018-07-17,,230.0,,1019.2277221679688,,5330.0,,13.387999534606934,,,820.2049560546875,780.1426391601562,,3202.331298828125,,,,,1139.150390625,36.82444763183594,,129.36203002929688,152.33473205566406,,,,,3283.870849609375,,182.9682464599609,,,1259.3946533203125,282.86669921875,,,,,20.20656394958496,67198.75,,,,,4573.0126953125,285.67315673828125,,,,1692.6939697265625,11911.890625,,,,,,,,,13190.0,,1534.003662109375,,,,,326.40533447265625,,,2155.76513671875,376.87249755859375,,,5220.0,,,,,,,,,,54.34626388549805,,,79.4646987915039,,,,,,197.14930725097656,,,,,,,,,1008.6594848632812,270.0199890136719,2540.602294921875,,,,,,,1117.779541015625,,,,,9.919031143188477,854.2176513671875,,,,,,,,,134.6538848876953,695.5540771484375,,,34.07744598388672,,,,,1428.4783935546875,
2018-07-18,,,,,,,,,,,820.2051391601562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.39517974853516,,,,,,197.4783477783203,1579.1876220703125,,,,,,,,,,,,,758.8550415039062,,,8246.4462890625,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-19,,230.0,,,,,,13.489999771118164,,,,,,,15264.7421875,,1303.057861328125,,1120.286376953125,,,,,,,,,,,,,,1277.9776611328125,279.9404602050781,,,,,19.89820098876953,67198.7421875,,13.779999732971191,,,4646.3408203125,,,,131.343994140625,1686.5494384765625,12136.125,,,,,,,,,,,,,,,,317.0603332519531,,,,388.3674926757813,,,5490.0,,,,,,,,,,,,1916.7490234375,,,28132.26171875,,,,,1527.9609375,,,,,,,,,,,,12.40999984741211,,,,8217.3369140625,,43.25759506225586,,,43.07945251464844,,859.0075073242188,,,,,,,,,,,182.19000244140625,,,,,,,,
2018-07-20,,230.0,,,,,,13.595999717712402,,,,,,,15284.21484375,,1292.541015625,,1118.525390625,,,,,,,,,,,,,,1246.6185302734375,280.9158630371094,,,,,19.855369567871094,66715.296875,,13.529999732971191,,,4693.48095703125,,,,130.96099853515625,1668.9952392578125,12126.97265625,,,,,,,,,,,,,,,,323.7352600097656,,,,383.4410400390625,,,5490.0,,,,,,,,,,,,1941.8494873046875,,,27923.5625,,,,,1526.1944580078125,,,,,,,,,,,,12.31999969482422,,,,8178.53173828125,,43.52108001708984,,,43.41217041015625,,859.0075073242188,,,,,,,,,,,182.7899932861328,,,,,,,,
2018-07-23,,220.0,,1292.4124755859375,,5210.0,,13.644000053405762,,,820.2049560546875,771.7064819335938,,3201.38671875,,,,,1130.095703125,36.60649871826172,,129.30853271484375,153.4077911376953,,,,,3161.06689453125,,177.63095092773438,,,1284.55908203125,279.9404602050781,,,,,19.60696601867676,66312.4296875,,,,,4557.2998046875,285.67315673828125,,,,1664.6063232421875,11875.28125,,,,,,,,,12930.0,,1542.7567138671875,,,,,281.0156555175781,,,2177.39501953125,395.7571716308594,,,5490.0,,,,,,,,,,54.49839019775391,,,78.98391723632812,,,,,,194.2706451416016,,,,,,,,,1032.7694091796875,260.3800048828125,2579.869384765625,,,,,,,1122.675048828125,,,,,9.745160102844238,857.4108276367188,,,,,,,,,139.9492645263672,723.0231323242188,,,34.02172088623047,,,,,1418.6888427734375,
2018-07-24,,,,,,,,,,,824.5332641601562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.966796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.31707000732422,,,,,,195.91563415527344,1549.1580810546875,,,,,,,,,,,,,748.1394653320312,,,8149.4267578125,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-25,,240.0,,,,,,13.685999870300291,,,,,,,15216.06640625,,1320.335205078125,,1125.31640625,,,,,,,,,,,,,,1304.6907958984375,280.9158630371094,,,,,19.110153198242188,65345.53125,,13.239999771118164,,,4556.82421875,,,,129.98500061035156,1670.7506103515625,12264.26171875,,,,,,,,,,,,,,,,280.34814453125,,,,399.0414733886719,,,5490.0,,,,,,,,,,,,1956.5186767578125,,,27798.345703125,,,,,1579.1873779296875,,,,,,,,,,,,12.239999771118164,,,,8110.62060546875,,43.66103363037109,,,44.04593276977539,,857.4108276367188,,,,,,,,,,,187.9900054931641,,,,,,,,
2018-07-26,,240.0,,,,,,13.71399974822998,,,,,,,15488.65234375,,1330.8516845703125,,1130.5985107421875,,,,,,,,,,,,,,1329.855712890625,277.9896850585937,,,,,19.315723419189453,65264.95703125,,13.260000228881836,,,4406.357421875,,,,130.0959930419922,1694.44921875,12364.9375,,,,,,,,,,,,,,,,275.6756286621094,,,,401.5046691894531,,,5400.0,,,,,,,,,,,,2015.8460693359373,,,28466.17578125,,,,,1611.866455078125,,,,,,,,,,,,12.0,,,,8052.4091796875,,43.89156723022461,,,43.81619644165039,,870.1843872070312,,,,,,,,,,,196.27999877929688,,,,,,,,
2018-07-27,,250.0,,,,,,13.161999702453612,,,,,,,15537.328125,,1355.390380859375,,1136.635009765625,,,,,,,,,,,,,,1341.469970703125,277.0142822265625,,,,,19.14441299438477,65828.9765625,,13.06999969482422,,,4468.73388671875,,,,129.4029998779297,1709.809326171875,12277.9892578125,,,,,,,,,,,,,,,,277.0106506347656,,,,408.8943176269531,,,5400.0,,,,,,,,,,,,2053.00732421875,,,28716.609375,,,,,1616.282470703125,,,,,,,,,,,,11.739999771118164,,,,8120.32177734375,,43.949195861816406,,,43.87957763671875,,873.3778076171875,,,,,,,,,,,186.2700042724609,,,,,,,,
2018-07-30,,260.0,,,,,,12.555999755859377,,,,,,,15527.5947265625,,1340.116455078125,,1131.604736328125,,,,,,,,,,,,,,1331.7913818359375,275.0634460449219,,,,,18.990234375,65103.8125,,13.100000381469728,,,4416.8330078125,,,,129.3489990234375,1698.837890625,12218.498046875,,,,,,,,,,,,,,,,276.3431396484375,,,,423.6736755371094,,,5400.0,,,,,,,,,,,,2052.355712890625,,,28716.609375,,,,,1626.8812255859375,,,,,,,,,,,,11.859999656677246,,,,7965.09423828125,,43.89979934692383,,,43.9033317565918,,874.176025390625,,,,,,,,,,,176.7899932861328,,,,,,,,
2018-07-31,,250.0,,,,,,12.58199977874756,,,,,,,15391.302734375,,1327.3460693359375,,1140.408203125,,,,,,,,,,,,,,1289.2049560546875,275.0634460449219,,,,,19.35855484008789,65990.1171875,,13.43000030517578,,,4409.21435546875,,,,129.9429931640625,1702.7874755859375,12191.0400390625,,,,,,,,,,,,,,,,281.68310546875,,,,412.17864990234375,,,5400.0,,,,,,,,,,,,2070.610595703125,,,28716.609375,,,,,1615.3992919921875,,,,,,,,,,,,11.8100004196167,,,,7906.884765625,,44.10562896728516,,,43.95085525512695,,866.1927490234375,,,,,,,,,,,182.8300018310547,,,,,,,,
2018-08-01,,250.0,,,,,,12.920000076293944,,,,,,,15498.3876953125,,1338.11328125,,1156.2540283203125,,,,,,,,,,,,,,1372.4420166015625,277.0142822265625,,,,,19.461349487304688,66231.84375,,13.039999961853027,,,4460.16357421875,,,,130.6580047607422,1656.7069091796875,12131.548828125,,,,,,,,,,,,,,,,279.6806640625,,,,431.0633544921875,,,5350.0,,,,,,,,,,,,2039.3167724609373,,,28716.609375,,,,,1652.4942626953125,,,,,,,,,,,,12.0,,,,8013.6025390625,,43.735137939453125,,,43.752811431884766,,878.1676025390625,,,,,,,,,,,180.1199951171875,,,,,,,,
2018-08-02,,270.0,,,,,,14.751999855041504,,,,,,,15332.8896484375,,1324.8419189453125,,1164.805908203125,,,,,,,,,,,,,,1376.70068359375,276.03887939453125,,,,,19.32429885864257,66554.140625,,13.359999656677246,,,4397.31103515625,,,,130.1929931640625,1625.98681640625,11943.92578125,,,,,,,,,,,,,,,,277.0106506347656,,,,424.4947204589844,,,5350.0,,,,,,,,,,,,2051.703857421875,,,28382.6953125,,,,,1680.757080078125,,,,,,,,,,,,11.75,,,,7965.09423828125,,44.17972183227539,,,43.42010116577149,,870.9829711914062,,,,,,,,,,,179.7100067138672,,,,,,,,
2018-08-03,,260.0,,,,,,14.72599983215332,,,,,,,15274.478515625,,1317.080078125,,1130.8499755859375,,,,,,,,,,,,,,1349.2132568359375,280.9158630371094,,,,,19.375688552856445,66392.9921875,,14.050000190734863,,,4395.88134765625,,,,129.3939971923828,1620.281494140625,11934.771484375,,,,,,,,,,,,,,,,275.0081481933594,,,,408.8943176269531,,,5260.0,,,,,,,,,,,,2021.714111328125,,,28132.26171875,,,,,1664.859130859375,,,,,,,,,,,,11.859999656677246,,,,8110.62060546875,,44.69841384887695,,,43.52309036254883,,866.1927490234375,,,,,,,,,,,175.5,,,,,,,,
2018-08-06,,250.0,,,,,,14.72599983215332,,,,,,,15216.06640625,,1305.060791015625,,1129.5926513671875,,,,,,,,,,,,,,1321.725830078125,278.965087890625,,,,,19.872501373291016,66554.140625,,15.050000190734863,,,4491.59033203125,,,,128.60699462890625,1601.4102783203125,11957.65234375,,,,,,,,,,,,,,,,275.0081481933594,,,,396.57818603515625,,,5230.0,,,,,,,,,,,,2009.32666015625,,,28132.26171875,,,,,1665.7425537109375,,,,,,,,,,,,12.039999961853027,,,,8110.62060546875,,44.739593505859375,,,43.33295822143555,,861.4027099609375,,,,,,,,,,,179.9499969482422,,,,,,,,
2018-08-07,,250.0,,,,,,14.612000465393066,,,,,,,15157.6591796875,,1325.59326171875,,1145.9412841796875,,,,,,,,,,,,,,1344.95458984375,278.965087890625,,,,,20.103769302368164,66231.84375,,15.579999923706056,,,4785.37939453125,,,,128.66000366210938,1627.7420654296875,11875.28125,,,,,,,,,,,,,,,,272.338134765625,,,,392.4727783203125,,,5260.0,,,,,,,,,,,,2049.096435546875,,,28132.26171875,,,,,1645.4285888671875,,,,,,,,,,,,12.109999656677246,,,,8178.53173828125,,44.4678955078125,,,43.57854080200195,,868.5877075195312,,,,,,,,,,,179.52000427246094,,,,,,,,
2018-08-08,,240.0,,,,,,14.609999656677246,,,,,,,15196.599609375,,1326.09423828125,,1142.4202880859375,,,,,,,,,,,,,,1338.760009765625,276.03887939453125,,,,,19.983850479125977,66634.71875,,15.350000381469728,,,5013.93505859375,,,,129.1820068359375,1616.770263671875,12277.9892578125,,,,,,,,,,,,,,,,273.005615234375,,,,391.6517639160156,,,5260.0,,,,,,,,,,,,2032.14453125,,,28132.26171875,,,,,1706.3704833984375,,,,,,,,,,,,12.199999809265137,,,,8168.8291015625,,44.130332946777344,,,43.58644485473633,,870.1843872070312,,,,,,,,,,,178.6999969482422,,,,,,,,
2018-08-09,,250.0,,,,,,14.90999984741211,,,,,,,15211.314453125,,1326.84521484375,,1125.06494140625,,,,,,,,,,,,,,1324.048583984375,275.0634460449219,,,,,20.00955009460449,66554.140625,,15.399999618530272,,,4994.88916015625,,,,128.7480010986328,1600.9715576171875,12310.0205078125,,,,,,,,,,,,,,,,268.33319091796875,,,,387.5464172363281,,,5220.0,,,,,,,,,,,,2013.2386474609373,,,28132.26171875,,,,,1686.056396484375,,,,,,,,,,,,12.260000228881836,,,,8139.72607421875,,43.99860000610352,,,43.46762466430664,,864.5958862304688,,,,,,,,,,,187.3800048828125,,,,,,,,
2018-08-10,,260.0,,,,,,15.05799961090088,,,,,,,14938.4619140625,,1300.0528564453125,,1109.470703125,,,,,,,,,,,,,,1288.81787109375,256.53082275390625,,,,,19.512741088867188,66473.5703125,,15.579999923706056,,,4818.708984375,,,,127.9980010986328,1569.8121337890625,12026.296875,,,,,,,,,,,,,,,,268.33319091796875,,,,385.9042663574219,,,5220.0,,,,,,,,,,,,1997.591552734375,,,28132.26171875,,,,,1704.6038818359375,,,,,,,,,,,,12.210000038146973,,,,8134.4716796875,,43.83393096923828,,,42.643741607666016,,855.3939819335938,,,,,,,,,,,189.0599975585937,,,,,,,,
2018-08-13,,240.0,,,,,,14.956000328063965,,,,,,,14665.61328125,,1286.2813720703125,,1129.341064453125,,,,,,,,,,,,,,1234.6168212890625,249.7030029296875,,,,,18.930269241333008,65587.2578125,,15.31999969482422,,,4794.90234375,,,,126.03800201416016,1553.5745849609375,11687.65625,,,,,,,,,,,,,,,,265.6632080078125,,,,375.2303161621094,,,5300.0,,,,,,,,,,,,1951.302734375,,,27422.693359375,,,,,1682.5235595703125,,,,,,,,,,,,12.279999732971191,,,,7998.2470703125,,43.83393096923828,,,42.31895446777344,,839.39013671875,,,,,,,,,,,191.5500030517578,,,,,,,,
2018-08-14,,240.0,,,,,,15.270000457763672,,,,,,,14665.61328125,,1314.57568359375,,1149.211181640625,,,,,,,,,,,,,,1245.0701904296875,249.7030029296875,,,,,19.195810317993164,65667.8359375,,15.5,,,4973.4599609375,,,,126.16400146484376,1575.0784912109375,12085.7861328125,,,,,,,,,,,,,,,,262.9932556152344,,,,382.6200256347656,,,5300.0,,,,,,,,,,,,1976.0771484375,,,27422.693359375,,,,,1699.3045654296875,,,,,,,,,,,,12.31999969482422,,,,8115.009765625,,44.1385612487793,,,42.39817428588867,,844.9915771484375,,,,,,,,,,,193.75,,,,,,,,
2018-08-15,,240.0,,,,,,15.244000434875488,,,,,,,14733.8271484375,,1307.815185546875,,1156.757080078125,,,,,,,,,,,,,,1241.1986083984375,247.7522125244141,,,,,18.896005630493164,66554.140625,,15.210000038146973,,,4842.51708984375,,,,126.20999908447266,1566.301025390625,12154.4296875,,,,,,,,,,,,,,,,254.9832458496093,,,,377.6935424804688,,,5300.0,,,,,,,,,,,,1989.76806640625,,,27422.693359375,,,,,1685.1732177734375,,,,,,,,,,,,12.170000076293944,,,,8144.19921875,,44.31969833374024,,,41.708961486816406,,841.7908325195312,,,,,,,,,,,190.3300018310547,,,,,,,,
2018-08-16,,250.0,,903.0,,4925.0,,15.317999839782717,,,813.7124633789062,699.068603515625,,3006.115478515625,,,,,1163.045166015625,35.013824462890625,,130.69911193847656,152.44381713867188,,,,,2779.010009765625,,163.3380584716797,,,1245.8443603515625,242.87518310546875,,,,,19.230073928833008,66634.7265625,,,,,4754.4287109375,295.3719482421875,,,,1560.5960693359375,12172.7353515625,,,,,,,,,12400.0,,1455.2242431640625,,,,,246.97332763671875,,,2129.328857421875,379.3357543945313,,,5180.0,,,,,,,,,,52.83308410644531,,,81.20159912109375,,,,,,194.2706451416016,,,,,,,,,995.7048950195312,217.3000030517578,2379.605712890625,,,,,,,1150.4154052734375,,,,,9.631118774414062,840.990478515625,,,,,,,,,133.89739990234375,609.2229614257812,,,34.3003044128418,,,,,1414.8048095703125,
2018-08-17,,240.0,,,,,,15.300000190734863,,,,,,,14733.8271484375,,1344.873779296875,,1172.60302734375,,,,,,,,,,,,,,1259.7816162109375,247.7522125244141,,,,,19.204376220703125,66634.71875,,15.3100004196167,,,4771.09423828125,,,,126.22000122070312,1570.2509765625,12332.9033203125,,,,,,,,,,,,,,,,246.30581665039065,,,,385.9042663574219,,,5180.0,,,,,,,,,,,,2016.498291015625,,,27255.736328125,,,,,1698.421142578125,,,,,,,,,,,,12.25,,,,8076.08837890625,,45.29944610595703,,,42.231815338134766,,847.3920288085938,,,,,,,,,,,188.3699951171875,,,,,,,,
2018-08-20,,230.0,,,,,,15.336000442504885,,,,,,,14733.8271484375,,1337.3621826171875,,1174.8668212890625,,,,,,,,,,,,,,1279.13916015625,246.7767944335937,,,,,19.281463623046875,67359.890625,,15.369999885559082,,,4753.9521484375,,,,126.33999633789062,1584.7335205078125,12245.955078125,,,,,,,,,,,,,,,,246.30581665039065,,,,385.0832214355469,,,5180.0,,,,,,,,,,,,1993.6798095703125,,,27422.693359375,,,,,1739.0491943359375,,,,,,,,,,,,12.34000015258789,,,,8085.81982421875,,45.27474594116211,,,42.42193603515625,,846.5921020507812,,,,,,,,,,,186.3999938964844,,,,,,,,
2018-08-21,,,,,,,,,,,812.630615234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.150634765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.57266235351562,,,,,,194.7641143798828,1734.63330078125,,,,,,,,,,,,,626.3720092773438,,,8027.4384765625,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,,220.0,,,,,,15.543999671936035,,,,,,,14811.7841796875,,1338.6138916015625,,1189.2037353515625,,,,,,,,,,,,,,1280.6876220703125,251.65380859375,,,,,19.27290153503418,68085.0546875,,15.31999969482422,,,4737.7626953125,,,,127.48300170898438,1577.7115478515625,12383.2412109375,,,,,,,,,,,,,,,,242.30084228515625,,,,381.79888916015625,,,5180.0,,,,,,,,,,,,1966.9493408203125,,,27172.255859375,,,,,1696.6549072265625,,,,,,,,,,,,12.479999542236328,,,,8037.16845703125,,44.67372512817383,,,42.95269393920898,,846.5921020507812,,,,,,,,,,,191.02999877929688,,,,,,,,
2018-08-23,,,,,,,,,,,818.040771484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.078369140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.70417785644531,,,,,,195.6688995361328,1707.2535400390625,,,,,,,,,,,,,649.7513427734375,,,8115.009765625,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,,220.0,,,,,,16.077999114990234,,,,,,,14821.5302734375,,1331.602783203125,,1187.19140625,,,,,,,,,,,,,,1288.0433349609375,256.53082275390625,,,,,19.40994644165039,67440.4609375,,14.859999656677246,,,4809.1875,,,,128.51600646972656,1583.85595703125,12575.4404296875,,,,,,,,,,,,,,,,248.9757843017578,,,,376.0514526367188,,,5180.0,,,,,,,,,,,,1961.081787109375,,,27631.388671875,,,,,1736.3997802734375,,,,,,,,,,,,12.260000228881836,,,,8163.6611328125,,44.50905990600586,,,42.94477462768555,,845.7919311523438,,,,,,,,,,,192.3800048828125,,,,,,,,
2018-08-27,,220.0,,1026.1815185546875,,4940.0,,16.062000274658203,,,827.7797241210938,726.522216796875,,3225.843994140625,,,,,1214.1043701171875,36.87473678588867,,133.4800262451172,156.27239990234375,,,,,2842.68603515625,,171.56239318847656,,,1299.2708740234375,258.48162841796875,,,,,19.52131462097168,67118.15625,,,,,4844.89794921875,338.5756225585937,,,,1603.165771484375,12694.423828125,,,,,,,,,12690.0,,1446.4715576171875,,,,,251.64578247070312,,,2263.913818359375,379.3357543945313,,,5180.0,,,,,,,,,,54.61848449707031,,,77.4175796508789,,,,,,195.4221649169922,,,,,,,,,1047.8831787109375,228.6100006103516,2395.31298828125,,,,,,,1143.88818359375,,,,,9.931049346923828,851.3929443359375,,,,,,,,,136.92332458496094,717.1369018554688,,,35.10812759399414,,,,,1415.5640869140625,
2018-08-28,,220.0,,,,,,16.18400001525879,,,,,,,15035.9091796875,,1343.120849609375,,1208.8226318359375,,,,,,,,,,,,,,1300.8193359375,256.53082275390625,,,,,19.61553001403809,68004.4765625,,14.869999885559082,,,4873.46875,,,,129.84500122070312,1615.01513671875,12689.84765625,,,,,,,,,,,,,,,,246.9733123779297,,,,380.9778747558594,,,5300.0,,,,,,,,,,,,1941.5235595703125,,,27965.3046875,,,,,1742.5821533203125,,,,,,,,,,,,12.31999969482422,,,,8309.6142578125,,44.385555267333984,,,43.42802429199219,,856.9942626953125,,,,,,,,,,,191.9600067138672,,,,,,,,
2018-08-29,,210.0,,,,,,16.50200080871582,,,,,,,15035.9091796875,,1343.120849609375,,1222.6563720703125,,,,,,,,,,,,,,1330.2427978515625,256.53082275390625,,,,,19.684057235717773,68085.0546875,,14.699999809265137,,,4809.1875,,,,129.95399475097656,1615.01513671875,12758.4912109375,,,,,,,,,,,,,,,,246.30581665039065,,,,385.9042663574219,,,5300.0,,,,,,,,,,,,1937.6116943359373,,,27965.3046875,,,,,1739.9324951171875,,,,,,,,,,,,12.369999885559082,,,,8329.0771484375,,44.43495559692383,,,43.626075744628906,,860.9951782226562,,,,,,,,,,,191.259994506836,,,,,,,,
2018-08-30,,210.0,,,,,,16.610000610351562,,,,,,,15065.1435546875,,1341.117919921875,,1217.87744140625,,,,,,,,,,,,,,1313.208251953125,257.5062561035156,,,,,20.043819427490234,68004.4765625,,14.520000457763672,,,4854.42138671875,,,,130.80599975585938,1605.360107421875,12882.0478515625,,,,,,,,,,,,,,,,243.63584899902344,,,,385.0832214355469,,,5300.0,,,,,,,,,,,,1916.0970458984373,,,27965.3046875,,,,,1781.443603515625,,,,,,,,,,,,12.31999969482422,,,,8426.3779296875,,44.29499053955078,,,43.07945251464844,,854.59375,,,,,,,,,,,189.8500061035156,,,,,,,,
2018-08-31,,210.0,,,,,,16.75200080871582,,,,,,,15035.9091796875,,1311.3206787109375,,1193.2281494140625,,,,,,,,,,,,,,1308.17529296875,260.43243408203125,,,,,20.163742065429688,67843.3203125,,14.550000190734863,,,4904.4189453125,,,,129.47300720214844,1618.96484375,12968.99609375,,,,,,,,,,,,,,,,243.63584899902344,,,,380.9778747558594,,,5160.0,,,,,,,,,,,,1905.0135498046875,,,27965.3046875,,,,,1786.7427978515625,,,,,,,,,,,,12.300000190734863,,,,8377.7265625,,44.27851867675781,,,42.89724349975586,,847.3920288085938,,,,,,,,,,,189.5200042724609,,,,,,,,
2018-09-03,,210.0,,,,,,,,,,,,,14957.953125,,1311.0703125,,1175.8729248046875,,,,,,,,,,,,,,1281.462158203125,259.45703125,,,,,,67843.3203125,,,,,4880.60986328125,,,,128.91200256347656,1590.8775634765625,12612.0537109375,,,,,,,,,,,,,,,,242.30084228515625,,,,375.2303161621094,,,5160.0,,,,,,,,,,,,1896.5384521484373,,,27965.3046875,,,,,1756.7135009765625,,,,,,,,,,,,,,,,8367.99609375,,,,,,,840.190673828125,,,,,,,,,,,,,,,,,,,
2018-09-04,,210.0,,,,,,17.215999603271484,,,,,,,14909.2275390625,,1308.065673828125,,1163.045166015625,,,,,,,,,,,,,,1279.9134521484375,266.28485107421875,,,,,19.881067276000977,67923.90625,,14.25,,,4878.23095703125,,,,129.0279998779297,1601.8489990234375,12795.1015625,,,,,,,,,,,,,,,,242.30084228515625,,,,379.335693359375,,,5160.0,,,,,,,,,,,,1903.709716796875,,,27965.3046875,,,,,1745.231689453125,,,,,,,,,,,,12.149999618530272,,,,8397.1875,,44.220890045166016,,,42.38232803344727,,838.5901489257812,,,,,,,,,,,187.52999877929688,,,,,,,,
2018-09-05,,,,,,,,,,,811.5484619140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.100341796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.33141326904297,,,,,,196.4090881347656,1765.545654296875,,,,,,,,,,,,,678.0013427734375,,,8377.7265625,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-06,,200.0,,1029.1617431640625,,4860.0,,17.0,,,802.891845703125,699.783447265625,,3115.97998046875,,,,,1119.280029296875,35.00543975830078,,132.74026489257812,155.1720428466797,,,,,2838.137939453125,,151.82772827148438,,,1253.58740234375,266.28485107421875,,,,,19.238637924194336,67037.578125,,,,,4763.9521484375,306.83416748046875,,,,1566.7401123046875,12662.3896484375,,,,,,,,,12540.0,,1424.0650634765625,,,,,246.97332763671875,,,2504.24462890625,372.7671203613281,,,5300.0,,,,,,,,,,52.8090705871582,,,73.2303237915039,,,,,,194.9286499023437,,,,,,,,,1079.18994140625,215.0500030517578,2242.954833984375,,,,,,,1123.4906005859375,,,,,9.631118774414062,826.5872802734375,,,,,,,,,135.41038513183594,723.0231323242188,,,34.90385055541992,,,,,1417.0830078125,
2018-09-07,,200.0,,1018.2343139648438,,4815.0,,17.104000091552734,,,798.5634765625,699.068603515625,,3110.297119140625,,,,,1112.7403564453125,34.829402923583984,,132.4372100830078,155.0902099609375,,,,,2833.589599609375,,154.20196533203125,,,1249.7158203125,257.5062255859375,,,,,19.272899627685547,66473.578125,,,,,4733.00244140625,309.4792785644531,,,,1562.3514404296875,12644.0859375,,,,,,,,,12570.0,,1395.4515380859375,,,,,246.97332763671875,,,2446.5654296875,372.7671203613281,,,5300.0,,,,,,,,,,52.384742736816406,,,73.1683120727539,,,,,,195.58663940429688,,,,,,,,,1084.9476318359375,216.0399932861328,2245.31103515625,,,,,,,1155.3106689453125,,,,,9.606123924255373,821.7861328125,,,,,,,,,134.6538848876953,725.9662475585938,,,34.829566955566406,,,,,1415.5640869140625,
